Latitude (decimal degrees):	-27.431
Longitude (decimal degrees):	32.066
Elevation (m):	255
Radiation database:	PVGIS-SARAH3


Slope: 45 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20231004:2303,0.0,0.0,0.0,0.0,18.65,2.41,0.0
20231005:0003,0.0,0.0,0.0,0.0,18.18,2.34,0.0
20231005:0103,0.0,0.0,0.0,0.0,17.76,2.41,0.0
20231005:0203,0.0,0.0,0.0,0.0,17.54,2.41,0.0
20231005:0303,0.0,0.0,0.0,0.0,17.37,2.48,0.0
20231005:0403,10.13,39.89,1.7,7.36,17.39,2.41,0.0
20231005:0503,57.55,120.41,7.5,20.66,19.15,2.76,0.0
20231005:0603,186.15,96.87,15.87,33.77,21.99,3.31,0.0
20231005:0703,224.1,135.3,20.85,46.36,24.47,3.38,0.0
20231005:0803,285.74,125.27,25.51,57.65,26.96,3.59,0.0
20231005:0903,321.8,119.01,28.23,65.62,29.13,3.79,0.0
20231005:1003,316.07,127.54,28.18,66.54,30.89,3.86,0.0
20231005:1103,298.27,122.49,26.42,59.75,32.15,4.0,0.0
20231005:1203,249.9,122.0,22.35,48.94,32.86,4.14,0.0
20231005:1303,195.56,106.45,17.1,36.54,32.85,4.28,0.0
20231005:1403,125.51,87.08,10.63,23.5,32.06,4.21,0.0
20231005:1503,47.87,52.91,3.78,10.22,30.41,3.59,0.0
20231005:1603,0.0,0.0,0.0,0.0,27.62,3.38,0.0
20231005:1703,0.0,0.0,0.0,0.0,25.33,3.1,0.0
20231005:1803,0.0,0.0,0.0,0.0,23.66,2.97,0.0
20231005:1903,0.0,0.0,0.0,0.0,22.53,3.03,0.0
20231005:2003,0.0,0.0,0.0,0.0,21.59,2.76,0.0
20231005:2103,0.0,0.0,0.0,0.0,20.87,2.62,0.0
20231005:2203,0.0,0.0,0.0,0.0,20.18,1.86,0.0
20231005:2303,0.0,0.0,0.0,0.0,19.33,1.59,0.0
20231006:0003,0.0,0.0,0.0,0.0,18.64,1.79,0.0
20231006:0103,0.0,0.0,0.0,0.0,18.52,1.93,0.0
20231006:0203,0.0,0.0,0.0,0.0,19.06,2.0,0.0
20231006:0303,0.0,0.0,0.0,0.0,19.8,2.0,0.0
20231006:0403,10.42,41.68,1.76,7.6,20.34,1.79,0.0
20231006:0503,9.11,124.85,4.8,20.9,21.95,2.41,0.0
20231006:0603,145.08,141.44,14.53,34.03,23.2,2.21,0.0
20231006:0703,162.71,207.78,18.86,46.65,24.61,0.76,0.0
20231006:0803,249.72,170.3,24.28,57.98,26.31,0.9,0.0
20231006:0903,279.13,169.87,26.71,66.01,28.42,2.0,0.0
20231006:1003,315.4,130.57,27.88,66.89,30.09,2.83,0.0
20231006:1103,301.72,120.76,26.24,60.0,31.23,3.45,0.0
20231006:1203,259.96,114.21,22.44,49.12,31.86,3.79,0.0
20231006:1303,195.19,109.28,16.9,36.68,31.92,3.93,0.0
20231006:1403,121.96,91.61,10.37,23.61,31.38,3.93,0.0
20231006:1503,43.79,55.86,3.63,10.33,29.88,3.59,0.0
20231006:1603,0.0,0.0,0.0,0.0,27.05,3.38,0.0
20231006:1703,0.0,0.0,0.0,0.0,24.71,3.52,0.0
20231006:1803,0.0,0.0,0.0,0.0,23.18,3.38,0.0
20231006:1903,0.0,0.0,0.0,0.0,22.35,3.52,0.0
20231006:2003,0.0,0.0,0.0,0.0,21.62,3.45,0.0
20231006:2103,0.0,0.0,0.0,0.0,21.18,3.17,0.0
20231006:2203,0.0,0.0,0.0,0.0,20.84,2.97,0.0
20231006:2303,0.0,0.0,0.0,0.0,20.64,2.9,0.0
20231007:0003,0.0,0.0,0.0,0.0,20.49,2.97,0.0
20231007:0103,0.0,0.0,0.0,0.0,20.2,3.1,0.0
20231007:0203,0.0,0.0,0.0,0.0,20.05,3.1,0.0
20231007:0303,0.0,0.0,0.0,0.0,19.96,2.97,0.0
20231007:0403,3.57,38.62,1.44,7.84,20.25,2.9,0.0
20231007:0503,78.46,111.04,8.14,21.14,22.68,3.31,0.0
20231007:0603,176.67,113.98,15.38,34.28,25.87,4.41,0.0
20231007:0703,242.36,123.87,21.12,46.93,28.95,5.03,0.0
20231007:0803,295.23,124.72,25.51,58.31,31.76,5.59,0.0
20231007:0903,322.55,126.65,27.88,66.39,34.07,5.93,0.0
20231007:1003,320.88,131.18,27.97,67.25,35.78,5.93,0.0
20231007:1103,302.98,125.43,26.18,60.25,36.92,5.86,0.0
20231007:1203,268.43,112.24,22.64,49.29,37.39,5.79,0.0
20231007:1303,194.64,114.3,16.78,36.81,37.27,5.79,0.0
20231007:1403,119.1,97.58,10.22,23.73,36.59,5.52,0.0
20231007:1503,49.09,56.34,3.78,10.44,35.06,4.34,0.0
20231007:1603,0.0,0.0,0.0,0.0,32.94,2.21,0.0
20231007:1703,0.0,0.0,0.0,0.0,29.96,3.24,0.0
20231007:1803,0.0,0.0,0.0,0.0,25.58,5.1,0.0
20231007:1903,0.0,0.0,0.0,0.0,22.89,5.1,0.0
20231007:2003,0.0,0.0,0.0,0.0,22.61,5.03,0.0
20231007:2103,0.0,0.0,0.0,0.0,22.5,4.83,0.0
20231007:2203,0.0,0.0,0.0,0.0,22.21,5.1,0.0
20231007:2303,0.0,0.0,0.0,0.0,21.65,4.83,0.0
20231008:0003,0.0,0.0,0.0,0.0,21.09,4.97,0.0
20231008:0103,0.0,0.0,0.0,0.0,20.45,4.62,0.0
20231008:0203,0.0,0.0,0.0,0.0,20.13,4.62,0.0
20231008:0303,0.0,0.0,0.0,0.0,19.77,4.28,0.0
20231008:0403,0.0,19.61,0.67,8.07,19.59,4.41,0.0
20231008:0503,0.0,62.25,2.14,21.38,20.16,5.93,0.0
20231008:0603,3.37,181.34,6.44,34.53,21.11,5.31,0.0
20231008:0703,1.8,228.34,7.97,47.2,21.82,4.97,0.0
20231008:0803,6.52,303.52,10.9,58.64,22.33,4.9,0.0
20231008:0903,27.37,377.33,15.0,66.77,22.69,4.97,0.0
20231008:1003,0.0,233.65,8.03,67.6,22.25,4.9,0.0
20231008:1103,0.0,124.5,4.28,60.5,21.96,4.83,0.0
20231008:1203,0.0,104.03,3.57,49.47,21.04,4.55,0.0
20231008:1303,0.0,81.86,2.81,36.94,20.5,4.28,0.0
20231008:1403,0.0,57.99,1.99,23.85,20.03,4.21,0.0
20231008:1503,0.78,40.96,1.44,10.55,19.59,4.14,0.0
20231008:1603,0.0,0.0,0.0,0.0,18.96,4.0,0.0
20231008:1703,0.0,0.0,0.0,0.0,18.58,3.38,0.0
20231008:1803,0.0,0.0,0.0,0.0,18.52,2.76,0.0
20231008:1903,0.0,0.0,0.0,0.0,18.58,2.48,0.0
20231008:2003,0.0,0.0,0.0,0.0,18.18,2.21,0.0
20231008:2103,0.0,0.0,0.0,0.0,17.96,2.07,0.0
20231008:2203,0.0,0.0,0.0,0.0,17.79,1.72,0.0
20231008:2303,0.0,0.0,0.0,0.0,17.75,1.52,0.0
20231009:0003,0.0,0.0,0.0,0.0,17.7,1.72,0.0
20231009:0103,0.0,0.0,0.0,0.0,17.56,1.66,0.0
20231009:0203,0.0,0.0,0.0,0.0,17.37,1.45,0.0
20231009:0303,0.0,0.0,0.0,0.0,17.19,1.31,0.0
20231009:0403,0.0,9.38,0.32,8.31,17.21,1.24,0.0
20231009:0503,0.0,45.2,1.55,21.61,17.85,1.72,0.0
20231009:0603,0.0,85.27,2.93,34.78,19.2,1.45,0.0
20231009:0703,1.37,217.32,7.56,47.48,19.81,0.9,0.0
20231009:0803,5.72,299.41,10.69,58.96,20.16,1.38,0.0
20231009:0903,7.36,332.37,11.95,67.15,21.04,2.0,0.0
20231009:1003,0.0,193.57,6.65,67.96,21.67,2.55,0.0
20231009:1103,0.0,160.32,5.51,60.75,21.83,2.83,0.0
20231009:1203,0.0,113.41,3.9,49.64,22.36,3.03,0.0
20231009:1303,0.0,75.89,2.61,37.08,22.6,3.03,0.0
20231009:1403,0.0,36.67,1.26,23.96,22.64,3.03,0.0
20231009:1503,0.8,46.08,1.61,10.67,22.32,3.31,0.0
20231009:1603,0.0,0.0,0.0,0.0,21.56,2.83,0.0
20231009:1703,0.0,0.0,0.0,0.0,20.9,2.9,0.0
20231009:1803,0.0,0.0,0.0,0.0,20.29,2.69,0.0
20231009:1903,0.0,0.0,0.0,0.0,19.85,2.76,0.0
20231009:2003,0.0,0.0,0.0,0.0,19.68,2.62,0.0
20231009:2103,0.0,0.0,0.0,0.0,19.54,2.14,0.0
20231009:2203,0.0,0.0,0.0,0.0,19.4,1.59,0.0
20231009:2303,0.0,0.0,0.0,0.0,19.23,1.31,0.0
20231010:0003,0.0,0.0,0.0,0.0,19.2,1.03,0.0
20231010:0103,0.0,0.0,0.0,0.0,19.15,0.83,0.0
20231010:0203,0.0,0.0,0.0,0.0,19.17,0.97,0.0
20231010:0303,0.0,0.0,0.0,0.0,19.17,1.03,0.0
20231010:0403,0.0,6.82,0.23,8.53,19.19,0.83,0.0
20231010:0503,0.0,23.02,0.79,21.84,19.64,0.55,0.0
20231010:0603,0.0,71.63,2.46,35.02,20.25,1.03,0.0
20231010:0703,1.85,228.36,7.97,47.75,22.34,2.83,0.0
20231010:0803,18.73,336.73,12.89,59.28,23.63,3.45,0.0
20231010:0903,0.0,226.83,7.79,67.53,24.99,3.79,0.0
20231010:1003,0.0,196.13,6.74,68.31,25.36,3.52,0.0
20231010:1103,0.0,220.86,7.59,60.99,25.76,3.24,0.0
20231010:1203,33.53,310.99,12.98,49.81,26.09,2.62,0.0
20231010:1303,0.0,151.79,5.21,37.21,26.26,2.28,0.0
20231010:1403,0.0,62.25,2.14,24.08,26.07,2.14,0.0
20231010:1503,0.0,9.38,0.32,10.78,25.41,2.34,0.0
20231010:1603,0.0,0.0,0.0,0.0,24.21,2.9,0.0
20231010:1703,0.0,0.0,0.0,0.0,23.13,3.1,0.0
20231010:1803,0.0,0.0,0.0,0.0,22.22,2.83,0.0
20231010:1903,0.0,0.0,0.0,0.0,21.79,2.9,0.0
20231010:2003,0.0,0.0,0.0,0.0,21.56,2.76,0.0
20231010:2103,0.0,0.0,0.0,0.0,21.37,2.76,0.0
20231010:2203,0.0,0.0,0.0,0.0,21.25,2.55,0.0
20231010:2303,0.0,0.0,0.0,0.0,21.12,2.97,0.0
20231011:0003,0.0,0.0,0.0,0.0,21.05,2.97,0.0
20231011:0103,0.0,0.0,0.0,0.0,20.97,3.72,0.0
20231011:0203,0.0,0.0,0.0,0.0,20.94,3.86,0.0
20231011:0303,0.0,0.0,0.0,0.0,20.89,4.07,0.0
20231011:0403,0.0,8.53,0.29,8.76,20.94,3.79,0.0
20231011:0503,0.0,23.88,0.82,22.07,21.27,4.76,0.0
20231011:0603,0.0,71.63,2.46,35.26,21.97,5.93,0.0
20231011:0703,3.29,240.16,8.46,48.01,22.28,6.0,0.0
20231011:0803,9.94,317.66,11.6,59.59,24.26,6.62,0.0
20231011:0903,114.11,361.54,20.56,67.91,26.69,6.69,0.0
20231011:1003,252.77,226.61,25.57,68.66,29.06,5.86,0.0
20231011:1103,286.15,161.11,25.16,61.23,30.83,5.66,0.0
20231011:1203,49.84,314.11,14.15,49.98,31.66,5.45,0.0
20231011:1303,27.93,239.58,9.96,37.34,32.46,5.31,0.0
20231011:1403,50.03,152.54,7.85,24.2,32.82,5.03,0.0
20231011:1503,4.25,55.7,2.05,10.89,32.25,3.59,0.0
20231011:1603,0.0,0.0,0.0,0.0,30.45,2.76,0.0
20231011:1703,0.0,0.0,0.0,0.0,28.72,2.62,0.0
20231011:1803,0.0,0.0,0.0,0.0,27.6,2.48,0.0
20231011:1903,0.0,0.0,0.0,0.0,25.55,1.86,0.0
20231011:2003,0.0,0.0,0.0,0.0,24.31,2.76,0.0
20231011:2103,0.0,0.0,0.0,0.0,23.32,3.66,0.0
20231011:2203,0.0,0.0,0.0,0.0,22.55,3.86,0.0
20231011:2303,0.0,0.0,0.0,0.0,22.02,3.79,0.0
20231012:0003,0.0,0.0,0.0,0.0,21.79,3.72,0.0
20231012:0103,0.0,0.0,0.0,0.0,21.61,3.17,0.0
20231012:0203,0.0,0.0,0.0,0.0,21.57,2.28,0.0
20231012:0303,0.0,0.0,0.0,0.0,21.46,2.55,0.0
20231012:0403,0.0,6.82,0.23,8.98,21.48,2.28,0.0
20231012:0503,0.0,33.26,1.14,22.29,21.89,2.69,0.0
20231012:0603,7.21,199.91,7.29,35.49,22.78,3.03,0.0
20231012:0703,0.95,215.67,7.47,48.27,22.99,2.69,0.0
20231012:0803,0.0,179.93,6.18,59.9,24.41,2.48,0.0
20231012:0903,0.0,144.97,4.98,68.28,25.73,1.93,0.0
20231012:1003,39.49,388.91,16.14,69.0,27.2,1.79,0.0
20231012:1103,238.28,219.56,23.81,61.47,28.85,2.21,0.0
20231012:1203,129.88,271.79,17.93,50.14,29.36,2.83,0.0
20231012:1303,0.0,154.35,5.3,37.47,28.21,2.76,0.0
20231012:1403,126.11,106.08,10.08,24.31,26.0,2.28,0.0
20231012:1503,0.0,9.38,0.32,11.01,24.73,2.62,0.0
20231012:1603,0.0,0.0,0.0,0.0,23.78,2.14,0.0
20231012:1703,0.0,0.0,0.0,0.0,23.24,1.72,0.0
20231012:1803,0.0,0.0,0.0,0.0,22.8,1.86,0.0
20231012:1903,0.0,0.0,0.0,0.0,21.98,1.86,0.0
20231012:2003,0.0,0.0,0.0,0.0,21.84,1.93,0.0
20231012:2103,0.0,0.0,0.0,0.0,21.79,2.21,0.0
20231012:2203,0.0,0.0,0.0,0.0,21.66,2.41,0.0
20231012:2303,0.0,0.0,0.0,0.0,21.68,1.86,0.0
20231013:0003,0.0,0.0,0.0,0.0,21.87,0.21,0.0
20231013:0103,0.0,0.0,0.0,0.0,21.12,1.72,0.0
20231013:0203,0.0,0.0,0.0,0.0,20.51,2.69,0.0
20231013:0303,0.0,0.0,0.0,0.0,19.25,3.24,0.0
20231013:0403,0.0,18.76,0.64,9.2,18.4,2.62,0.0
20231013:0503,0.0,30.7,1.05,22.51,18.65,2.69,0.0
20231013:0603,0.0,133.03,4.57,35.72,19.25,2.76,0.0
20231013:0703,0.0,127.06,4.36,48.52,19.87,3.17,0.0
20231013:0803,0.0,144.11,4.95,60.2,19.83,3.66,0.0
20231013:0903,0.0,162.87,5.59,68.65,20.46,3.93,0.0
20231013:1003,0.0,152.64,5.24,69.35,21.35,4.0,0.0
20231013:1103,2.31,281.17,9.81,61.71,21.72,4.0,0.0
20231013:1203,0.0,104.03,3.57,50.31,21.82,4.14,0.0
20231013:1303,0.0,78.45,2.69,37.61,21.99,4.21,0.0
20231013:1403,0.0,48.61,1.67,24.43,21.73,3.59,0.0
20231013:1503,0.0,41.78,1.44,11.13,21.31,2.9,0.0
20231013:1603,0.0,0.0,0.0,0.0,20.62,2.83,0.0
20231013:1703,0.0,0.0,0.0,0.0,20.12,2.69,0.0
20231013:1803,0.0,0.0,0.0,0.0,19.82,2.69,0.0
20231013:1903,0.0,0.0,0.0,0.0,19.65,2.28,0.0
20231013:2003,0.0,0.0,0.0,0.0,19.42,2.21,0.0
20231013:2103,0.0,0.0,0.0,0.0,19.25,2.14,0.0
20231013:2203,0.0,0.0,0.0,0.0,18.86,2.14,0.0
20231013:2303,0.0,0.0,0.0,0.0,18.44,2.14,0.0
20231014:0003,0.0,0.0,0.0,0.0,18.03,1.93,0.0
20231014:0103,0.0,0.0,0.0,0.0,17.64,1.59,0.0
20231014:0203,0.0,0.0,0.0,0.0,17.13,1.31,0.0
20231014:0303,0.0,0.0,0.0,0.0,16.24,1.17,0.0
20231014:0403,10.23,52.2,2.05,9.42,16.48,0.9,0.0
20231014:0503,40.29,149.07,7.0,22.73,18.99,0.76,0.0
20231014:0603,222.83,113.58,16.64,35.95,21.33,2.55,0.0
20231014:0703,252.19,161.03,21.38,48.77,22.9,4.07,0.0
20231014:0803,228.65,246.4,23.67,60.5,24.36,4.69,0.0
20231014:0903,179.8,328.41,23.58,69.02,25.33,4.34,0.0
20231014:1003,79.0,401.19,19.21,69.69,25.4,4.0,0.0
20231014:1103,0.93,268.53,9.28,61.94,25.17,3.72,0.0
20231014:1203,3.4,256.38,9.02,50.47,24.31,3.66,0.0
20231014:1303,84.69,239.78,13.21,37.74,23.56,4.0,0.0
20231014:1403,0.0,88.69,3.05,24.55,22.83,4.48,0.0
20231014:1503,0.0,28.99,1.0,11.24,21.89,4.41,0.0
20231014:1603,0.0,0.0,0.0,0.0,20.35,3.72,0.0
20231014:1703,0.0,0.0,0.0,0.0,19.16,3.31,0.0
20231014:1803,0.0,0.0,0.0,0.0,18.37,3.31,0.0
20231014:1903,0.0,0.0,0.0,0.0,18.11,4.0,0.0
20231014:2003,0.0,0.0,0.0,0.0,17.89,3.52,0.0
20231014:2103,0.0,0.0,0.0,0.0,17.44,3.79,0.0
20231014:2203,0.0,0.0,0.0,0.0,17.1,3.72,0.0
20231014:2303,0.0,0.0,0.0,0.0,17.04,3.45,0.0
20231015:0003,0.0,0.0,0.0,0.0,16.84,3.1,0.0
20231015:0103,0.0,0.0,0.0,0.0,16.77,2.9,0.0
20231015:0203,0.0,0.0,0.0,0.0,16.77,2.69,0.0
20231015:0303,0.0,0.0,0.0,0.0,16.71,2.62,0.0
20231015:0403,0.0,8.53,0.29,9.63,17.03,2.48,0.0
20231015:0503,11.52,138.18,5.27,22.94,18.51,2.97,0.0
20231015:0603,37.68,238.11,10.31,36.17,20.4,3.66,0.0
20231015:0703,177.69,237.01,19.24,49.02,22.21,3.66,0.0
20231015:0803,108.56,352.06,19.27,60.8,23.75,3.52,0.0
20231015:0903,12.09,355.87,13.03,69.39,25.16,3.24,0.0
20231015:1003,0.0,162.87,5.59,70.03,25.44,2.76,0.0
20231015:1103,0.0,69.92,2.4,62.17,24.84,2.9,0.0
20231015:1203,0.0,82.72,2.84,50.64,23.8,3.38,0.0
20231015:1303,0.0,52.87,1.82,37.87,22.9,3.59,0.0
20231015:1403,0.0,41.78,1.44,24.67,22.58,3.72,0.0
20231015:1503,0.0,25.58,0.88,11.36,21.92,3.45,0.0
20231015:1603,0.0,0.0,0.0,0.0,20.78,2.76,0.0
20231015:1703,0.0,0.0,0.0,0.0,19.96,2.41,0.0
20231015:1803,0.0,0.0,0.0,0.0,19.4,2.55,0.0
20231015:1903,0.0,0.0,0.0,0.0,19.2,1.72,0.0
20231015:2003,0.0,0.0,0.0,0.0,18.84,1.59,0.0
20231015:2103,0.0,0.0,0.0,0.0,18.26,1.45,0.0
20231015:2203,0.0,0.0,0.0,0.0,17.71,1.24,0.0
20231015:2303,0.0,0.0,0.0,0.0,17.19,1.45,0.0
20231016:0003,0.0,0.0,0.0,0.0,16.83,1.45,0.0
20231016:0103,0.0,0.0,0.0,0.0,16.59,1.52,0.0
20231016:0203,0.0,0.0,0.0,0.0,16.24,1.17,0.0
20231016:0303,0.0,0.0,0.0,0.0,15.95,1.03,0.0
20231016:0403,0.0,8.53,0.29,9.84,16.1,0.97,0.0
20231016:0503,0.0,25.58,0.88,23.14,17.86,0.83,0.0
20231016:0603,0.0,42.64,1.46,36.38,18.35,0.76,0.0
20231016:0703,0.0,57.13,1.96,49.26,18.3,0.62,0.0
20231016:0803,4.79,298.01,10.54,61.09,18.8,0.41,0.0
20231016:0903,0.0,127.06,4.36,69.75,19.36,0.62,0.0
20231016:1003,0.0,84.42,2.9,70.37,19.88,1.31,0.0
20231016:1103,3.82,296.4,10.43,62.4,19.72,0.9,0.0
20231016:1203,0.0,106.59,3.66,50.8,20.17,1.17,0.0
20231016:1303,0.0,44.34,1.52,38.0,20.74,1.72,0.0
20231016:1403,0.0,28.14,0.97,24.79,20.17,2.0,0.0
20231016:1503,0.0,19.61,0.67,11.48,19.64,1.79,0.0
20231016:1603,0.0,0.0,0.0,0.0,19.07,0.55,0.0
20231016:1703,0.0,0.0,0.0,0.0,18.62,0.48,0.0
20231016:1803,0.0,0.0,0.0,0.0,18.2,0.62,0.0
20231016:1903,0.0,0.0,0.0,0.0,18.37,0.21,0.0
20231016:2003,0.0,0.0,0.0,0.0,17.9,0.69,0.0
20231016:2103,0.0,0.0,0.0,0.0,17.45,1.03,0.0
20231016:2203,0.0,0.0,0.0,0.0,17.75,1.24,0.0
20231016:2303,0.0,0.0,0.0,0.0,17.9,1.93,0.0
20231017:0003,0.0,0.0,0.0,0.0,17.94,3.66,0.0
20231017:0103,0.0,0.0,0.0,0.0,17.62,4.41,0.0
20231017:0203,0.0,0.0,0.0,0.0,17.62,4.97,0.0
20231017:0303,0.0,0.0,0.0,0.0,17.75,5.31,0.0
20231017:0403,0.0,8.53,0.29,10.05,17.95,5.59,0.0
20231017:0503,0.0,25.58,0.88,23.35,18.56,6.34,0.0
20231017:0603,0.0,61.4,2.11,36.59,18.8,7.1,0.0
20231017:0703,0.0,95.51,3.28,49.49,18.3,6.21,0.0
20231017:0803,0.0,126.21,4.33,61.37,18.49,6.14,0.0
20231017:0903,0.0,92.1,3.16,70.11,18.64,6.48,0.0
20231017:1003,0.0,83.57,2.87,70.71,19.19,6.9,0.0
20231017:1103,0.0,69.92,2.4,62.63,19.16,6.69,0.0
20231017:1203,4.03,260.64,9.2,50.96,19.19,6.48,0.0
20231017:1303,0.0,152.64,5.24,38.13,19.32,6.55,0.0
20231017:1403,0.0,36.67,1.26,24.91,19.39,6.48,0.0
20231017:1503,0.0,28.99,1.0,11.6,19.01,6.62,0.0
20231017:1603,0.0,0.0,0.0,0.0,18.43,6.0,0.0
20231017:1703,0.0,0.0,0.0,0.0,17.99,5.86,0.0
20231017:1803,0.0,0.0,0.0,0.0,17.77,5.66,0.0
20231017:1903,0.0,0.0,0.0,0.0,16.98,5.38,0.0
20231017:2003,0.0,0.0,0.0,0.0,16.97,5.24,0.0
20231017:2103,0.0,0.0,0.0,0.0,16.95,5.1,0.0
20231017:2203,0.0,0.0,0.0,0.0,16.87,4.83,0.0
20231017:2303,0.0,0.0,0.0,0.0,16.82,4.69,0.0
20231018:0003,0.0,0.0,0.0,0.0,16.89,4.48,0.0
20231018:0103,0.0,0.0,0.0,0.0,16.93,4.21,0.0
20231018:0203,0.0,0.0,0.0,0.0,16.98,4.07,0.0
20231018:0303,0.0,0.0,0.0,0.0,17.01,3.72,0.0
20231018:0403,0.0,31.55,1.08,10.25,17.16,3.45,0.0
20231018:0503,26.16,153.1,6.39,23.55,17.57,2.97,0.0
20231018:0603,8.97,212.83,7.79,36.8,18.62,3.52,0.0
20231018:0703,4.11,256.4,9.05,49.72,19.38,3.72,0.0
20231018:0803,0.49,250.67,8.64,61.65,20.59,3.38,0.0
20231018:0903,119.58,385.35,21.03,70.46,22.05,3.17,0.0
20231018:1003,238.43,286.77,25.31,71.04,22.89,2.9,0.0
20231018:1103,19.54,356.16,13.47,62.85,23.59,2.62,0.0
20231018:1203,100.42,314.83,16.9,51.12,23.79,2.28,0.0
20231018:1303,122.29,224.36,14.41,38.26,23.95,1.86,0.0
20231018:1403,31.31,165.7,7.09,25.03,23.57,2.21,0.0
20231018:1503,55.43,71.92,3.92,11.73,22.96,2.41,0.0
20231018:1603,0.0,0.0,0.0,0.0,21.66,2.21,0.0
20231018:1703,0.0,0.0,0.0,0.0,20.08,1.66,0.0
20231018:1803,0.0,0.0,0.0,0.0,18.86,0.9,0.0
20231018:1903,0.0,0.0,0.0,0.0,19.24,0.28,0.0
20231018:2003,0.0,0.0,0.0,0.0,18.78,0.76,0.0
20231018:2103,0.0,0.0,0.0,0.0,18.03,0.83,0.0
20231018:2203,0.0,0.0,0.0,0.0,17.75,0.76,0.0
20231018:2303,0.0,0.0,0.0,0.0,17.42,0.83,0.0
20231019:0003,0.0,0.0,0.0,0.0,16.82,0.97,0.0
20231019:0103,0.0,0.0,0.0,0.0,16.01,1.17,0.0
20231019:0203,0.0,0.0,0.0,0.0,15.83,1.24,0.0
20231019:0303,0.0,0.0,0.0,0.0,15.63,1.31,0.0
20231019:0403,0.0,9.38,0.32,10.45,16.46,1.1,0.0
20231019:0503,17.69,150.47,5.92,23.74,19.39,1.31,0.0
20231019:0603,62.46,244.6,11.72,37.0,22.0,3.24,0.0
20231019:0703,4.15,254.71,8.99,49.95,23.1,3.38,0.0
20231019:0803,266.05,230.9,24.49,61.92,24.15,3.45,0.0
20231019:0903,12.62,362.86,13.27,70.81,24.97,3.24,0.0
20231019:1003,178.38,347.21,23.4,71.37,25.18,3.24,0.0
20231019:1103,42.47,379.3,15.7,63.07,25.31,3.31,0.0
20231019:1203,40.23,327.51,13.65,51.28,25.2,3.52,0.0
20231019:1303,10.65,228.1,8.41,38.39,24.36,3.79,0.0
20231019:1403,9.28,148.5,5.51,25.15,23.14,4.0,0.0
20231019:1503,0.0,34.96,1.2,11.85,22.05,3.72,0.0
20231019:1603,0.0,0.0,0.0,0.0,20.86,2.97,0.0
20231019:1703,0.0,0.0,0.0,0.0,20.0,2.14,0.0
20231019:1803,0.0,0.0,0.0,0.0,19.39,1.66,0.0
20231019:1903,0.0,0.0,0.0,0.0,19.3,1.24,0.0
20231019:2003,0.0,0.0,0.0,0.0,18.53,1.03,0.0
20231019:2103,0.0,0.0,0.0,0.0,18.02,0.9,0.0
20231019:2203,0.0,0.0,0.0,0.0,17.79,0.9,0.0
20231019:2303,0.0,0.0,0.0,0.0,18.01,0.62,0.0
20231020:0003,0.0,0.0,0.0,0.0,18.33,0.41,0.0
20231020:0103,0.0,0.0,0.0,0.0,18.32,0.41,0.0
20231020:0203,0.0,0.0,0.0,0.0,17.97,0.55,0.0
20231020:0303,0.0,0.0,0.0,0.0,17.77,0.83,0.0
20231020:0403,0.0,19.61,0.67,10.64,18.48,1.1,0.0
20231020:0503,5.52,131.45,4.74,23.93,19.79,2.41,0.0
20231020:0603,9.77,219.7,8.05,37.2,21.22,3.38,0.0
20231020:0703,111.3,306.77,17.05,50.17,22.25,3.72,0.0
20231020:0803,265.83,238.29,24.54,62.19,23.23,4.28,0.0
20231020:0903,176.94,351.54,23.31,71.16,24.71,4.62,0.0
20231020:1003,324.64,210.94,27.65,71.7,26.36,4.83,0.0
20231020:1103,398.24,113.54,28.09,63.29,27.66,4.83,0.0
20231020:1203,354.75,106.78,24.22,51.44,28.55,4.69,0.0
20231020:1303,278.92,106.75,18.42,38.53,28.68,4.41,0.0
20231020:1403,187.01,100.0,11.6,25.27,28.54,4.07,0.0
20231020:1503,88.1,68.43,4.6,11.98,27.66,3.31,0.0
20231020:1603,0.0,0.0,0.0,0.0,25.62,2.9,0.0
20231020:1703,0.0,0.0,0.0,0.0,23.62,3.03,0.0
20231020:1803,0.0,0.0,0.0,0.0,22.01,3.17,0.0
20231020:1903,0.0,0.0,0.0,0.0,21.3,3.31,0.0
20231020:2003,0.0,0.0,0.0,0.0,20.48,3.24,0.0
20231020:2103,0.0,0.0,0.0,0.0,19.89,3.17,0.0
20231020:2203,0.0,0.0,0.0,0.0,19.48,3.17,0.0
20231020:2303,0.0,0.0,0.0,0.0,19.2,3.31,0.0
20231021:0003,0.0,0.0,0.0,0.0,19.03,3.38,0.0
20231021:0103,0.0,0.0,0.0,0.0,18.93,3.45,0.0
20231021:0203,0.0,0.0,0.0,0.0,18.91,3.45,0.0
20231021:0303,0.0,0.0,0.0,0.0,18.85,3.45,0.0
20231021:0403,67.3,64.5,3.72,10.83,19.33,3.31,0.0
20231021:0503,165.1,105.37,10.49,24.12,21.21,4.07,0.0
20231021:0603,255.5,119.01,17.25,37.39,23.4,4.55,0.0
20231021:0703,329.62,123.45,23.02,50.38,25.78,4.55,0.0
20231021:0803,378.32,128.81,27.12,62.45,28.18,4.34,0.0
20231021:0903,412.33,124.46,29.55,71.5,30.22,3.86,0.0
20231021:1003,408.48,129.18,29.52,72.02,31.81,3.17,0.0
